Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-13 09:30:00-04:00,111.69999694824219,112.23500061035156,110.88999938964844,112.125,16288,0.0,0.0
2026-03-13 09:35:00-04:00,112.125,112.80000305175781,112.125,112.6875,32778,0.0,0.0
2026-03-13 09:40:00-04:00,112.67500305175781,112.67749786376953,111.83000183105469,112.41500091552734,8328,0.0,0.0
2026-03-13 09:45:00-04:00,112.59500122070312,113.08999633789062,112.41999816894531,112.62999725341797,17079,0.0,0.0
2026-03-13 09:50:00-04:00,112.44000244140625,112.76000213623047,112.18000030517578,112.44000244140625,5806,0.0,0.0
2026-03-13 09:55:00-04:00,112.27999877929688,112.27999877929688,111.77999877929688,111.77999877929688,5202,0.0,0.0
2026-03-13 10:00:00-04:00,112.04000091552734,112.47000122070312,111.55500030517578,111.875,27401,0.0,0.0
2026-03-13 10:05:00-04:00,111.84500122070312,111.84500122070312,110.93000030517578,111.3550033569336,27086,0.0,0.0
2026-03-13 10:10:00-04:00,111.34500122070312,111.87999725341797,111.08000183105469,111.29499816894531,25179,0.0,0.0
2026-03-13 10:15:00-04:00,111.23999786376953,111.29000091552734,109.81999969482422,109.9800033569336,51810,0.0,0.0
2026-03-13 10:20:00-04:00,109.9800033569336,110.44499969482422,109.9800033569336,110.11000061035156,20514,0.0,0.0
2026-03-13 10:25:00-04:00,110.12000274658203,110.16999816894531,109.52999877929688,109.88999938964844,41231,0.0,0.0
2026-03-13 10:30:00-04:00,110.05000305175781,110.76499938964844,110.05000305175781,110.41500091552734,31485,0.0,0.0
2026-03-13 10:35:00-04:00,110.2699966430664,110.44000244140625,109.94000244140625,110.0,10146,0.0,0.0
2026-03-13 10:40:00-04:00,110.25499725341797,110.25499725341797,109.24500274658203,109.24500274658203,20949,0.0,0.0
2026-03-13 10:45:00-04:00,109.24510192871094,109.49500274658203,108.76000213623047,108.7699966430664,30934,0.0,0.0
2026-03-13 10:50:00-04:00,108.83000183105469,109.36479949951172,108.77999877929688,108.83000183105469,25515,0.0,0.0
2026-03-13 10:55:00-04:00,108.80000305175781,108.80000305175781,107.80000305175781,108.23500061035156,26407,0.0,0.0
2026-03-13 11:00:00-04:00,108.29000091552734,108.68000030517578,108.1500015258789,108.4000015258789,29577,0.0,0.0
2026-03-13 11:05:00-04:00,108.52999877929688,108.96749877929688,108.33000183105469,108.96749877929688,33858,0.0,0.0
2026-03-13 11:10:00-04:00,109.01499938964844,109.2249984741211,108.88999938964844,109.2249984741211,6231,0.0,0.0
2026-03-13 11:15:00-04:00,109.08999633789062,109.45989990234375,108.84500122070312,108.87000274658203,59365,0.0,0.0
2026-03-13 11:20:00-04:00,108.77999877929688,108.95500183105469,108.0999984741211,108.11000061035156,33285,0.0,0.0
2026-03-13 11:25:00-04:00,108.0999984741211,108.5989990234375,107.83499908447266,108.4000015258789,60688,0.0,0.0
2026-03-13 11:30:00-04:00,108.2699966430664,108.63999938964844,108.2300033569336,108.30000305175781,50516,0.0,0.0
2026-03-13 11:35:00-04:00,108.30000305175781,108.47000122070312,107.90499877929688,108.36000061035156,53297,0.0,0.0
2026-03-13 11:40:00-04:00,108.36499786376953,108.37000274658203,108.08000183105469,108.20500183105469,19304,0.0,0.0
2026-03-13 11:45:00-04:00,108.13999938964844,109.16000366210938,108.12000274658203,109.0,67645,0.0,0.0
2026-03-13 11:50:00-04:00,108.91999816894531,109.0,108.51000213623047,108.62999725341797,23045,0.0,0.0
2026-03-13 11:55:00-04:00,108.48999786376953,108.55000305175781,108.06999969482422,108.06999969482422,34613,0.0,0.0
2026-03-13 12:00:00-04:00,108.08999633789062,108.20999908447266,107.91500091552734,108.04000091552734,34383,0.0,0.0
2026-03-13 12:05:00-04:00,108.04000091552734,108.58000183105469,108.04000091552734,108.51000213623047,38175,0.0,0.0
2026-03-13 12:10:00-04:00,108.51000213623047,108.55999755859375,107.7750015258789,108.08000183105469,49198,0.0,0.0
2026-03-13 12:15:00-04:00,108.0,108.21499633789062,107.76000213623047,108.21499633789062,16900,0.0,0.0
2026-03-13 12:20:00-04:00,108.21499633789062,108.22000122070312,107.56999969482422,107.88749694824219,58986,0.0,0.0
2026-03-13 12:25:00-04:00,108.0199966430664,108.06999969482422,107.77999877929688,107.91999816894531,19114,0.0,0.0
2026-03-13 12:30:00-04:00,107.91999816894531,108.08000183105469,107.70500183105469,107.88999938964844,26382,0.0,0.0
2026-03-13 12:35:00-04:00,107.94000244140625,108.65499877929688,107.94000244140625,108.57499694824219,46192,0.0,0.0
2026-03-13 12:40:00-04:00,108.57499694824219,108.7300033569336,108.40499877929688,108.44999694824219,33585,0.0,0.0
2026-03-13 12:45:00-04:00,108.44000244140625,108.7300033569336,108.31999969482422,108.72000122070312,32078,0.0,0.0
2026-03-13 12:50:00-04:00,108.75,109.2750015258789,108.74500274658203,109.11000061035156,33203,0.0,0.0
2026-03-13 12:55:00-04:00,109.11000061035156,109.11000061035156,107.98999786376953,107.98999786376953,26352,0.0,0.0
2026-03-13 13:00:00-04:00,108.01000213623047,108.08999633789062,107.75499725341797,108.05000305175781,9638,0.0,0.0
2026-03-13 13:05:00-04:00,108.05500030517578,108.61499786376953,108.05500030517578,108.58999633789062,35058,0.0,0.0
