Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-03-13 09:30:00-04:00,469.30999755859375,469.40399169921875,468.55029296875,468.7550048828125,627643,0.0,0.0,0.0
2026-03-13 09:35:00-04:00,468.70001220703125,469.3399963378906,468.19000244140625,469.2250061035156,65859,0.0,0.0,0.0
2026-03-13 09:40:00-04:00,469.1400146484375,469.70001220703125,468.8299865722656,469.68499755859375,56114,0.0,0.0,0.0
2026-03-13 09:45:00-04:00,469.739990234375,470.10198974609375,469.42999267578125,469.5899963378906,87243,0.0,0.0,0.0
2026-03-13 09:50:00-04:00,469.5299987792969,469.6000061035156,469.08050537109375,469.31988525390625,86694,0.0,0.0,0.0
2026-03-13 09:55:00-04:00,469.30999755859375,469.30999755859375,468.45001220703125,468.6499938964844,160727,0.0,0.0,0.0
2026-03-13 10:00:00-04:00,468.6099853515625,469.1288146972656,468.0799865722656,469.0799865722656,216589,0.0,0.0,0.0
2026-03-13 10:05:00-04:00,469.07000732421875,469.2900085449219,468.5,468.6099853515625,122950,0.0,0.0,0.0
2026-03-13 10:10:00-04:00,468.5799865722656,468.6600036621094,467.6400146484375,467.6400146484375,168919,0.0,0.0,0.0
2026-03-13 10:15:00-04:00,467.6000061035156,468.0199890136719,466.9200134277344,467.510009765625,190322,0.0,0.0,0.0
2026-03-13 10:20:00-04:00,467.5799865722656,467.8399963378906,467.3699951171875,467.6650085449219,103265,0.0,0.0,0.0
2026-03-13 10:25:00-04:00,467.7200012207031,467.8699951171875,467.20001220703125,467.4800109863281,61114,0.0,0.0,0.0
2026-03-13 10:30:00-04:00,467.4700927734375,467.79998779296875,467.05999755859375,467.635009765625,96734,0.0,0.0,0.0
2026-03-13 10:35:00-04:00,467.6499938964844,467.6700134277344,466.94000244140625,467.0,61065,0.0,0.0,0.0
2026-03-13 10:40:00-04:00,466.989990234375,466.989990234375,466.20001220703125,466.625,154413,0.0,0.0,0.0
2026-03-13 10:45:00-04:00,466.6000061035156,466.6499938964844,465.92999267578125,466.5199890136719,196760,0.0,0.0,0.0
2026-03-13 10:50:00-04:00,466.4700012207031,466.5199890136719,464.6319885253906,465.239990234375,276533,0.0,0.0,0.0
2026-03-13 10:55:00-04:00,465.16009521484375,465.2099914550781,462.6044006347656,463.194091796875,485360,0.0,0.0,0.0
2026-03-13 11:00:00-04:00,463.17999267578125,464.0199890136719,462.95001220703125,463.92999267578125,264737,0.0,0.0,0.0
2026-03-13 11:05:00-04:00,463.9200134277344,465.29229736328125,463.9100036621094,465.29229736328125,124962,0.0,0.0,0.0
2026-03-13 11:10:00-04:00,465.29998779296875,465.8900146484375,464.8236999511719,465.6715087890625,154637,0.0,0.0,0.0
2026-03-13 11:15:00-04:00,465.67999267578125,465.92999267578125,465.05999755859375,465.0899963378906,111518,0.0,0.0,0.0
2026-03-13 11:20:00-04:00,465.0799865722656,465.69500732421875,464.7099914550781,464.79998779296875,126646,0.0,0.0,0.0
2026-03-13 11:25:00-04:00,464.760009765625,465.5199890136719,464.5201110839844,465.1499938964844,242394,0.0,0.0,0.0
2026-03-13 11:30:00-04:00,465.114990234375,465.6000061035156,464.79998779296875,465.2449951171875,111668,0.0,0.0,0.0
2026-03-13 11:35:00-04:00,465.2699890136719,465.375,464.4949951171875,464.5199890136719,171379,0.0,0.0,0.0
2026-03-13 11:40:00-04:00,464.5199890136719,464.7099914550781,463.2099914550781,463.6449890136719,336915,0.0,0.0,0.0
2026-03-13 11:45:00-04:00,463.6099853515625,464.6650085449219,463.2799987792969,463.8399963378906,202249,0.0,0.0,0.0
2026-03-13 11:50:00-04:00,463.8699951171875,464.2799987792969,462.6700134277344,462.739990234375,157036,0.0,0.0,0.0
2026-03-13 11:55:00-04:00,462.7699890136719,463.4800109863281,462.1000061035156,462.4700012207031,194186,0.0,0.0,0.0
2026-03-13 12:00:00-04:00,462.5199890136719,462.82000732421875,461.6600036621094,461.9200134277344,215676,0.0,0.0,0.0
2026-03-13 12:05:00-04:00,461.8999938964844,462.7799987792969,461.1099853515625,462.7799987792969,218767,0.0,0.0,0.0
2026-03-13 12:10:00-04:00,462.79998779296875,463.0899963378906,461.6300048828125,462.30999755859375,111484,0.0,0.0,0.0
2026-03-13 12:15:00-04:00,462.30999755859375,462.80999755859375,462.1000061035156,462.20001220703125,109912,0.0,0.0,0.0
2026-03-13 12:20:00-04:00,462.1499938964844,463.0,462.1499938964844,462.989990234375,146131,0.0,0.0,0.0
2026-03-13 12:25:00-04:00,463.00311279296875,463.17999267578125,462.4700012207031,463.1199951171875,348274,0.0,0.0,0.0
2026-03-13 12:30:00-04:00,463.1199951171875,463.8999938964844,463.0799865722656,463.44000244140625,150962,0.0,0.0,0.0
2026-03-13 12:35:00-04:00,463.4700012207031,464.21990966796875,463.4700012207031,463.5195007324219,110867,0.0,0.0,0.0
2026-03-13 12:40:00-04:00,463.510009765625,463.8999938964844,463.25,463.3999938964844,100729,0.0,0.0,0.0
2026-03-13 12:45:00-04:00,463.44000244140625,463.4700012207031,463.1400146484375,463.3500061035156,60878,0.0,0.0,0.0
2026-03-13 12:50:00-04:00,463.260009765625,464.0799865722656,463.2300109863281,463.8500061035156,93131,0.0,0.0,0.0
2026-03-13 12:55:00-04:00,463.8599853515625,464.0299987792969,463.4100036621094,463.5199890136719,142735,0.0,0.0,0.0
2026-03-13 13:00:00-04:00,463.510009765625,463.94000244140625,463.30999755859375,463.4700012207031,147166,0.0,0.0,0.0
2026-03-13 13:05:00-04:00,463.489990234375,463.9599914550781,463.3599853515625,463.82000732421875,81508,0.0,0.0,0.0
2026-03-13 13:10:00-04:00,463.7900085449219,464.5799865722656,463.6199951171875,464.5799865722656,99027,0.0,0.0,0.0
2026-03-13 13:15:00-04:00,464.6000061035156,465.04998779296875,464.4599914550781,464.95001220703125,210527,0.0,0.0,0.0
2026-03-13 13:20:00-04:00,464.94000244140625,464.95001220703125,464.3599853515625,464.3900146484375,73670,0.0,0.0,0.0
2026-03-13 13:25:00-04:00,464.3900146484375,464.78851318359375,464.1099853515625,464.4599914550781,76938,0.0,0.0,0.0
2026-03-13 13:30:00-04:00,464.5299987792969,464.7699890136719,464.25,464.7099914550781,54699,0.0,0.0,0.0
2026-03-13 13:35:00-04:00,464.7200012207031,465.20001220703125,464.6400146484375,464.79998779296875,75597,0.0,0.0,0.0
2026-03-13 13:40:00-04:00,464.79998779296875,464.79998779296875,464.0199890136719,464.239990234375,126565,0.0,0.0,0.0
