Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-13 09:30:00-04:00,12.109999656677246,12.130000114440918,11.960000038146973,12.001799583435059,1326136,0.0,0.0
2026-03-13 09:35:00-04:00,12.010000228881836,12.029000282287598,11.984999656677246,12.024999618530273,453618,0.0,0.0
2026-03-13 09:40:00-04:00,12.024999618530273,12.050000190734863,12.010000228881836,12.036999702453613,599657,0.0,0.0
2026-03-13 09:45:00-04:00,12.03499984741211,12.0600004196167,11.979999542236328,11.991900444030762,576832,0.0,0.0
2026-03-13 09:50:00-04:00,11.991999626159668,11.991999626159668,11.924500465393066,11.925000190734863,959514,0.0,0.0
2026-03-13 09:55:00-04:00,11.925000190734863,11.930000305175781,11.890000343322754,11.895000457763672,461749,0.0,0.0
2026-03-13 10:00:00-04:00,11.898099899291992,11.899999618530273,11.84000015258789,11.845000267028809,653585,0.0,0.0
2026-03-13 10:05:00-04:00,11.850000381469727,11.859999656677246,11.800000190734863,11.845000267028809,845055,0.0,0.0
2026-03-13 10:10:00-04:00,11.845000267028809,11.850000381469727,11.8100004196167,11.819899559020996,615401,0.0,0.0
2026-03-13 10:15:00-04:00,11.8149995803833,11.819999694824219,11.770000457763672,11.774999618530273,1204737,0.0,0.0
2026-03-13 10:20:00-04:00,11.779999732971191,11.829999923706055,11.774999618530273,11.8149995803833,432394,0.0,0.0
2026-03-13 10:25:00-04:00,11.815099716186523,11.829999923706055,11.800000190734863,11.824999809265137,428547,0.0,0.0
2026-03-13 10:30:00-04:00,11.824999809265137,11.880000114440918,11.8149995803833,11.854999542236328,863663,0.0,0.0
2026-03-13 10:35:00-04:00,11.850000381469727,11.869999885559082,11.84000015258789,11.850000381469727,373921,0.0,0.0
2026-03-13 10:40:00-04:00,11.854999542236328,11.859999656677246,11.779999732971191,11.788999557495117,644491,0.0,0.0
2026-03-13 10:45:00-04:00,11.78499984741211,11.819999694824219,11.765000343322754,11.819999694824219,727683,0.0,0.0
2026-03-13 10:50:00-04:00,11.819899559020996,11.829999923706055,11.800000190734863,11.8149995803833,315878,0.0,0.0
