Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-13 09:30:00-04:00,95.31999969482422,95.79000091552734,93.7261962890625,94.56500244140625,231535,0.0,0.0
2026-03-13 09:35:00-04:00,94.76000213623047,95.26000213623047,94.41000366210938,94.69000244140625,105222,0.0,0.0
2026-03-13 09:40:00-04:00,94.81999969482422,95.11499786376953,94.55999755859375,94.94999694824219,54755,0.0,0.0
2026-03-13 09:45:00-04:00,94.83999633789062,95.125,94.69000244140625,94.80000305175781,68787,0.0,0.0
2026-03-13 09:50:00-04:00,94.80000305175781,94.91999816894531,94.20999908447266,94.88500213623047,44792,0.0,0.0
2026-03-13 09:55:00-04:00,94.7699966430664,95.20999908447266,94.41999816894531,94.61499786376953,82135,0.0,0.0
2026-03-13 10:00:00-04:00,94.5,95.01000213623047,94.5,94.73999786376953,36423,0.0,0.0
2026-03-13 10:05:00-04:00,94.73999786376953,94.86499786376953,94.01010131835938,94.19999694824219,55680,0.0,0.0
2026-03-13 10:10:00-04:00,94.125,94.5989990234375,93.9000015258789,94.16999816894531,84599,0.0,0.0
2026-03-13 10:15:00-04:00,94.12000274658203,94.30999755859375,93.83499908447266,94.05500030517578,34885,0.0,0.0
2026-03-13 10:20:00-04:00,94.04499816894531,94.32499694824219,93.86009979248047,94.13999938964844,48186,0.0,0.0
2026-03-13 10:25:00-04:00,94.02999877929688,94.43000030517578,93.73999786376953,94.23500061035156,46906,0.0,0.0
2026-03-13 10:30:00-04:00,94.16000366210938,94.55000305175781,94.1500015258789,94.45999908447266,43295,0.0,0.0
2026-03-13 10:35:00-04:00,94.37999725341797,94.5999984741211,94.31999969482422,94.31999969482422,29565,0.0,0.0
2026-03-13 10:40:00-04:00,94.33999633789062,94.36000061035156,94.13999938964844,94.16000366210938,27405,0.0,0.0
2026-03-13 10:45:00-04:00,94.16000366210938,94.68000030517578,94.0,94.63999938964844,59616,0.0,0.0
2026-03-13 10:50:00-04:00,94.69000244140625,94.87999725341797,94.66000366210938,94.84500122070312,51249,0.0,0.0
2026-03-13 10:55:00-04:00,94.84500122070312,94.98889923095703,94.76499938964844,94.87000274658203,60530,0.0,0.0
2026-03-13 11:00:00-04:00,94.86000061035156,94.87000274658203,94.4749984741211,94.55999755859375,26532,0.0,0.0
2026-03-13 11:05:00-04:00,94.56999969482422,94.90499877929688,94.56999969482422,94.7300033569336,29072,0.0,0.0
2026-03-13 11:10:00-04:00,94.75,95.02999877929688,94.75,94.83000183105469,79731,0.0,0.0
2026-03-13 11:15:00-04:00,94.7699966430664,94.83000183105469,94.55000305175781,94.55999755859375,22680,0.0,0.0
2026-03-13 11:20:00-04:00,94.55000305175781,94.62000274658203,94.2750015258789,94.375,28543,0.0,0.0
2026-03-13 11:25:00-04:00,94.36000061035156,95.12000274658203,94.36000061035156,94.98500061035156,49183,0.0,0.0
2026-03-13 11:30:00-04:00,94.98500061035156,95.8499984741211,94.98500061035156,95.75509643554688,51665,0.0,0.0
2026-03-13 11:35:00-04:00,95.80500030517578,95.91000366210938,95.6500015258789,95.875,42774,0.0,0.0
